media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/31/19,4/5/19,MED-1854,RealGood Interactive Media Inc.,Zing,83042,PASS -THROUGH MEDIA,7016,82337,6061,79010,150762
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,3/31/19,4/5/19,MED-5283,Critical Point Social Media Agency,Spacebook,86132,PASS -THROUGH MEDIA,1808,18801,6067,79010,38419
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/1/19,4/6/19,MED-5923,RealGood Interactive Media Inc.,Baja Vista,65573,PASS -THROUGH MEDIA,7016,82337,6061,79010,401049
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/1/19,4/7/19,MED-9173,RealGood Interactive Media Inc.,Baja Vista,74213,PASS -THROUGH MEDIA,1808,18801,6067,79010,378466
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/1/19,4/7/19,MED-6020,RealGood Interactive Media Inc.,Googly Ads,28698,PASS -THROUGH MEDIA,7016,20002,5970,79025,34310
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/1/19,4/7/19,MED-9281,Critical Point Social Media Agency,Spacebook,99663,PASS -THROUGH MEDIA,7016,20002,5970,79025,72341
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/2/19,4/7/19,MED-1668,RealGood Interactive Media Inc.,Googly Ads,34853,PASS -THROUGH MEDIA,7016,20002,5970,79025,32974
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/2/19,4/8/19,MED-5796,RealGood Interactive Media Inc.,Baja Vista,52608,PASS -THROUGH MEDIA,7016,20002,5970,79025,94422
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/2/19,4/8/19,MED-4675,Critical Point Social Media Agency,Spacebook,89654,PASS -THROUGH MEDIA,7016,20002,5938,79010,96360
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/2/19,4/8/19,MED-8563,RealGood Interactive Media Inc.,Baja Vista,7326,PASS -THROUGH MEDIA,7016,20002,5938,79010,72705
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/3/19,4/9/19,MED-7583,Critical Point Social Media Agency,Spacebook,21816,PASS -THROUGH MEDIA,7016,82337,5965,79010,12857
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/3/19,4/9/19,MED-7010,RealGood Interactive Media Inc.,Baja Vista,15557,PASS -THROUGH MEDIA,7016,82337,5965,79010,51700
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/3/19,4/9/19,MED-5719,RealGood Interactive Media Inc.,Googly Ads,11380,PASS -THROUGH MEDIA,7016,20002,5938,79010,7136
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/3/19,4/9/19,MED-9898,RealGood Interactive Media Inc.,Baja Vista,82876,PASS -THROUGH MEDIA,7016,20002,5938,79010,179122
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/4/19,4/9/19,MED-1787,RealGood Interactive Media Inc.,Googly Ads,25614,PASS -THROUGH MEDIA,7016,82337,5965,79010,15579
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/4/19,4/10/19,MED-8688,Critical Point Social Media Agency,Spacebook,50346,PASS -THROUGH MEDIA,7016,82337,5965,79010,23461
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/4/19,4/10/19,MED-4770,RealGood Interactive Media Inc.,Googly Ads,73781,PASS -THROUGH MEDIA,7016,82337,5938,79010,41383
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/5/19,4/10/19,MED-6788,RealGood Interactive Media Inc.,Baja Vista,76351,PASS -THROUGH MEDIA,7016,82337,5938,79010,146751
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/5/19,4/10/19,MED-7215,Critical Point Social Media Agency,Spacebook,49338,PASS -THROUGH MEDIA,7016,82337,6056,79010,38487
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/5/19,4/11/19,MED-5370,RealGood Interactive Media Inc.,Baja Vista,46688,PASS -THROUGH MEDIA,7016,82337,6056,79010,82404
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/6/19,4/11/19,MED-6038,RealGood Interactive Media Inc.,Googly Ads,74132,PASS -THROUGH MEDIA,7016,30000,7504,79010,54606
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/6/19,4/11/19,MED-3970,RealGood Interactive Media Inc.,Baja Vista,63202,PASS -THROUGH MEDIA,7016,30000,7504,79010,465114
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/6/19,4/11/19,MED-4847,RealGood Interactive Media Inc.,Googly Ads,53428,PASS -THROUGH MEDIA,7016,82337,6056,79010,44881
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/6/19,4/11/19,MED-2467,RealGood Interactive Media Inc.,Baja Vista,36034,PASS -THROUGH MEDIA,7016,82337,6056,79010,197102
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/6/19,4/12/19,MED-4434,RealGood Interactive Media Inc.,Googly Ads,24120,PASS -THROUGH MEDIA,7016,30000,7504,79010,23786
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/6/19,4/12/19,MED-6460,RealGood Interactive Media Inc.,Baja Vista,15073,PASS -THROUGH MEDIA,7016,30000,7504,79010,52498
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/6/19,4/13/19,MED-6205,RealGood Interactive Media Inc.,Googly Ads,49732,PASS -THROUGH MEDIA,7016,82337,6056,79010,59782
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/7/19,4/14/19,MED-3252,RealGood Interactive Media Inc.,Baja Vista,1823,PASS -THROUGH MEDIA,7016,82337,6056,79010,3462
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/7/19,4/14/19,MED-3317,RealGood Interactive Media Inc.,Googly Ads,80741,PASS -THROUGH MEDIA,7016,30000,7504,79010,90145
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/7/19,4/14/19,MED-9038,RealGood Interactive Media Inc.,Baja Vista,97539,PASS -THROUGH MEDIA,7016,30000,7504,79010,225102
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/8/19,4/15/19,MED-9131,RealGood Interactive Media Inc.,Googly Ads,49792,PASS -THROUGH MEDIA,7016,82337,6056,79010,30637
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/8/19,4/15/19,MED-7983,RealGood Interactive Media Inc.,Baja Vista,54754,PASS -THROUGH MEDIA,7016,82337,6056,79010,144430
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/8/19,4/16/19,MED-6072,Critical Point Social Media Agency,Spacebook,30791,PASS -THROUGH MEDIA,7016,30000,7504,79010,14975
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/9/19,4/16/19,MED-7541,Critical Point Social Media Agency,Spacebook,25556,PASS -THROUGH MEDIA,7016,30000,7504,79010,13205
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/9/19,4/16/19,MED-4820,RealGood Interactive Media Inc.,Googly Ads,27307,PASS -THROUGH MEDIA,7016,82337,6056,79010,20050
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/10/19,4/16/19,MED-4132,RealGood Interactive Media Inc.,Baja Vista,61875,PASS -THROUGH MEDIA,7016,82337,6056,79010,135413
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/10/19,4/16/19,MED-3404,RealGood Interactive Media Inc.,Googly Ads,93151,PASS -THROUGH MEDIA,7016,30000,7504,79010,84727
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/11/19,4/16/19,MED-3326,RealGood Interactive Media Inc.,Baja Vista,63263,PASS -THROUGH MEDIA,7016,30000,7504,79010,106811
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/11/19,4/17/19,MED-2374,RealGood Interactive Media Inc.,Googly Ads,11821,PASS -THROUGH MEDIA,7016,30024,6063,79010,7108
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/11/19,4/17/19,MED-7289,RealGood Interactive Media Inc.,Baja Vista,33547,PASS -THROUGH MEDIA,7016,30024,6063,79010,66136
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/11/19,4/17/19,MED-6039,RealGood Interactive Media Inc.,Googly Ads,55998,PASS -THROUGH MEDIA,7016,82337,5965,79010,66436
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/11/19,4/18/19,MED-1728,RealGood Interactive Media Inc.,Baja Vista,47375,PASS -THROUGH MEDIA,7016,82337,5965,79010,150729
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/11/19,4/18/19,MED-4524,Critical Point Social Media Agency,Spacebook,54812,PASS -THROUGH MEDIA,7016,20002,5938,79010,25780
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/11/19,4/18/19,MED-9313,RealGood Interactive Media Inc.,Baja Vista,60879,PASS -THROUGH MEDIA,7016,20002,5938,79010,344288
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/12/19,4/19/19,MED-6001,RealGood Interactive Media Inc.,Googly Ads,19692,PASS -THROUGH MEDIA,7016,30024,6063,79010,16517
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/12/19,4/19/19,MED-3789,RealGood Interactive Media Inc.,Baja Vista,43464,PASS -THROUGH MEDIA,7016,30024,6063,79010,195352
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/12/19,4/20/19,MED-8065,RealGood Interactive Media Inc.,Googly Ads,84985,PASS -THROUGH MEDIA,7016,82337,6063,79005,75272
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/12/19,4/20/19,MED-6047,RealGood Interactive Media Inc.,Baja Vista,7785,PASS -THROUGH MEDIA,7016,82337,6063,79005,20227
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/13/19,4/21/19,MED-3258,RealGood Interactive Media Inc.,Googly Ads,34124,PASS -THROUGH MEDIA,7016,82337,5965,79010,20837
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/13/19,4/21/19,MED-8935,RealGood Interactive Media Inc.,Baja Vista,80626,PASS -THROUGH MEDIA,7016,82337,5965,79010,189559
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/13/19,4/21/19,MED-6623,Critical Point Social Media Agency,Spacebook,89798,PASS -THROUGH MEDIA,7016,82337,5938,79010,34925
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/13/19,4/22/19,MED-1632,RealGood Interactive Media Inc.,Baja Vista,39812,PASS -THROUGH MEDIA,7016,82337,5938,79010,76599
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/15/19,4/22/19,MED-6502,RealGood Interactive Media Inc.,Googly Ads,31166,PASS -THROUGH MEDIA,7016,82337,6063,79010,38040
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/15/19,4/22/19,MED-2962,Critical Point Social Media Agency,Spacebook,5636,PASS -THROUGH MEDIA,7016,82337,6063,79010,5356
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/15/19,4/23/19,MED-9876,Critical Point Social Media Agency,Spacebook,64364,PASS -THROUGH MEDIA,1808,18801,6063,79005,25439
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/15/19,4/23/19,MED-5889,RealGood Interactive Media Inc.,Baja Vista,1295,PASS -THROUGH MEDIA,1808,18801,6063,79005,3955
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/15/19,4/23/19,MED-2699,RealGood Interactive Media Inc.,Googly Ads,29095,PASS -THROUGH MEDIA,7016,82337,6056,79010,28205
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/16/19,4/24/19,MED-7490,RealGood Interactive Media Inc.,Baja Vista,53244,PASS -THROUGH MEDIA,7016,82337,6056,79010,131947
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/16/19,4/24/19,MED-5483,RealGood Interactive Media Inc.,Googly Ads,22082,PASS -THROUGH MEDIA,7016,30000,7504,79010,17256
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/17/19,4/24/19,MED-7134,RealGood Interactive Media Inc.,Baja Vista,94906,PASS -THROUGH MEDIA,7016,30000,7504,79010,385064
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/18/19,4/24/19,MED-9132,RealGood Interactive Media Inc.,Googly Ads,43340,PASS -THROUGH MEDIA,1808,18801,6063,79010,30354
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/18/19,4/24/19,MED-4568,RealGood Interactive Media Inc.,Baja Vista,12661,PASS -THROUGH MEDIA,1808,18801,6063,79010,30153
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/19/19,4/25/19,MED-8759,RealGood Interactive Media Inc.,Googly Ads,90246,PASS -THROUGH MEDIA,7016,82337,6056,79010,50515
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/19/19,4/25/19,MED-7146,RealGood Interactive Media Inc.,Baja Vista,74848,PASS -THROUGH MEDIA,7016,82337,6056,79010,132550
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/19/19,4/25/19,MED-1645,RealGood Interactive Media Inc.,Googly Ads,18456,PASS -THROUGH MEDIA,7016,30000,7504,79010,11834
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/20/19,4/25/19,MED-7675,RealGood Interactive Media Inc.,Baja Vista,31072,PASS -THROUGH MEDIA,7016,30000,7504,79010,56389
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/20/19,4/26/19,MED-3668,RealGood Interactive Media Inc.,Googly Ads,77059,PASS -THROUGH MEDIA,7016,82337,6056,79010,60165
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/20/19,4/26/19,MED-5536,RealGood Interactive Media Inc.,Baja Vista,42532,PASS -THROUGH MEDIA,7016,82337,6056,79010,151599
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/20/19,4/27/19,MED-7741,RealGood Interactive Media Inc.,Googly Ads,60370,PASS -THROUGH MEDIA,7016,30000,7504,79010,50236
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,4/20/19,4/27/19,MED-6824,RealGood Interactive Media Inc.,Baja Vista,12047,PASS -THROUGH MEDIA,7016,30000,7504,79010,35787
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/20/19,4/27/19,MED-9870,RealGood Interactive Media Inc.,Googly Ads,48465,PASS -THROUGH MEDIA,2808,28101,6056,79010,46410
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/20/19,4/28/19,MED-3775,Critical Point Social Media Agency,Spacebook,72021,PASS -THROUGH MEDIA,2808,28101,6056,79010,49821
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/21/19,4/29/19,MED-4060,RealGood Interactive Media Inc.,Googly Ads,13145,PASS -THROUGH MEDIA,7016,82337,6056,79010,7486
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/21/19,4/29/19,MED-2624,RealGood Interactive Media Inc.,Baja Vista,10705,PASS -THROUGH MEDIA,7016,82337,6056,79010,28049
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/21/19,4/29/19,MED-3708,Critical Point Social Media Agency,Spacebook,84443,PASS -THROUGH MEDIA,7016,30000,7504,79010,30639
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/22/19,4/30/19,MED-7745,RealGood Interactive Media Inc.,Baja Vista,62897,PASS -THROUGH MEDIA,7016,30000,7504,79010,313293
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/22/19,5/1/19,MED-4446,RealGood Interactive Media Inc.,Googly Ads,4258,PASS -THROUGH MEDIA,2808,28101,6063,79025,4120
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/23/19,5/1/19,MED-3084,Critical Point Social Media Agency,Spacebook,30297,PASS -THROUGH MEDIA,2808,28101,6063,79025,29139
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/23/19,5/1/19,MED-4807,RealGood Interactive Media Inc.,Googly Ads,27390,PASS -THROUGH MEDIA,7016,82337,6056,79010,18360
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/25/19,5/1/19,MED-1242,RealGood Interactive Media Inc.,Baja Vista,57766,PASS -THROUGH MEDIA,7016,82337,6056,79010,304325
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/25/19,5/1/19,MED-2202,RealGood Interactive Media Inc.,Googly Ads,77803,PASS -THROUGH MEDIA,7016,30000,7504,79010,52906
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/25/19,5/1/19,MED-4575,Critical Point Social Media Agency,Spacebook,65431,PASS -THROUGH MEDIA,7016,30000,7504,79010,30485
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/26/19,5/1/19,MED-3584,RealGood Interactive Media Inc.,Zing,2585,PASS -THROUGH MEDIA,7016,30024,6063,79010,10495
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/26/19,5/2/19,MED-8510,RealGood Interactive Media Inc.,Baja Vista,47885,PASS -THROUGH MEDIA,7016,30024,6063,79010,140585
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/26/19,5/2/19,MED-8980,RealGood Interactive Media Inc.,Zing,47369,PASS -THROUGH MEDIA,7016,82337,5965,79010,80996
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/27/19,5/3/19,MED-2567,RealGood Interactive Media Inc.,Baja Vista,95680,PASS -THROUGH MEDIA,7016,82337,5965,79010,192943
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,4/27/19,5/3/19,MED-8193,RealGood Interactive Media Inc.,Zing,5408,PASS -THROUGH MEDIA,7016,20002,5938,79010,15681
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/27/19,5/4/19,MED-9315,RealGood Interactive Media Inc.,Baja Vista,42982,PASS -THROUGH MEDIA,7016,20002,5938,79010,76095
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/27/19,5/4/19,MED-6697,RealGood Interactive Media Inc.,Zing,68834,PASS -THROUGH MEDIA,7016,30024,6063,79010,341487
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/29/19,5/4/19,MED-4276,RealGood Interactive Media Inc.,Baja Vista,14582,PASS -THROUGH MEDIA,7016,30024,6063,79010,76787
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/29/19,5/5/19,MED-2698,RealGood Interactive Media Inc.,Zing,82789,PASS -THROUGH MEDIA,7016,82337,6063,79005,313319
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,4/29/19,5/5/19,MED-5547,RealGood Interactive Media Inc.,Baja Vista,84268,PASS -THROUGH MEDIA,7016,82337,6063,79005,240822
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/29/19,5/6/19,MED-8379,Critical Point Social Media Agency,Spacebook,35860,PASS -THROUGH MEDIA,7016,82337,5965,79010,14117
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,4/29/19,5/6/19,MED-1309,Critical Point Social Media Agency,Spacebook,56681,PASS -THROUGH MEDIA,7016,82337,5965,79010,58604
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,4/29/19,5/6/19,MED-7654,RealGood Interactive Media Inc.,Zing,86111,PASS -THROUGH MEDIA,7016,82337,5938,79010,300953
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,4/30/19,5/6/19,MED-7781,RealGood Interactive Media Inc.,Baja Vista,4545,PASS -THROUGH MEDIA,7016,82337,5938,79010,25379
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,5/2/19,5/7/19,MED-8261,Critical Point Social Media Agency,Spacebook,63056,PASS -THROUGH MEDIA,7016,82337,6063,79010,52630
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/2/19,5/7/19,MED-3633,RealGood Interactive Media Inc.,Baja Vista,94273,PASS -THROUGH MEDIA,7016,82337,6063,79010,764658
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,5/2/19,5/7/19,MED-7886,RealGood Interactive Media Inc.,Zing,41045,PASS -THROUGH MEDIA,1808,18801,6063,79005,103265
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/2/19,5/8/19,MED-8771,RealGood Interactive Media Inc.,Baja Vista,12621,PASS -THROUGH MEDIA,1808,18801,6063,79005,45957
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,5/3/19,5/8/19,MED-6043,RealGood Interactive Media Inc.,Zing,26099,PASS -THROUGH MEDIA,7016,82337,6056,79010,237300
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/3/19,5/9/19,MED-6442,RealGood Interactive Media Inc.,Baja Vista,76898,PASS -THROUGH MEDIA,7016,82337,6056,79010,161645
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/4/19,5/9/19,MED-7664,RealGood Interactive Media Inc.,Zing,77155,PASS -THROUGH MEDIA,7016,30000,7504,79010,480851
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,5/4/19,5/9/19,MED-7163,RealGood Interactive Media Inc.,Baja Vista,68011,PASS -THROUGH MEDIA,7016,30000,7504,79010,172074
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/5/19,5/9/19,MED-3179,RealGood Interactive Media Inc.,Zing,39821,PASS -THROUGH MEDIA,1808,18801,6063,79010,84841
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/5/19,5/9/19,MED-9546,RealGood Interactive Media Inc.,Baja Vista,68259,PASS -THROUGH MEDIA,1808,18801,6063,79010,251634
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,5/5/19,5/10/19,MED-1108,RealGood Interactive Media Inc.,Zing,8649,PASS -THROUGH MEDIA,7016,82337,6056,79010,26729
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/5/19,5/10/19,MED-8211,RealGood Interactive Media Inc.,Baja Vista,20198,PASS -THROUGH MEDIA,7016,82337,6056,79010,124106
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/6/19,5/11/19,MED-3821,RealGood Interactive Media Inc.,Zing,54615,PASS -THROUGH MEDIA,7016,30000,7504,79010,176391
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,5/6/19,5/11/19,MED-6917,RealGood Interactive Media Inc.,Baja Vista,75258,PASS -THROUGH MEDIA,7016,30000,7504,79010,156402
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,5/6/19,5/12/19,MED-1056,RealGood Interactive Media Inc.,Zing,72790,PASS -THROUGH MEDIA,7016,82337,6056,79010,138640
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/6/19,5/12/19,MED-3971,RealGood Interactive Media Inc.,Baja Vista,63306,PASS -THROUGH MEDIA,7016,82337,6056,79010,149831
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/6/19,5/12/19,MED-1370,RealGood Interactive Media Inc.,Zing,85215,PASS -THROUGH MEDIA,7016,30000,7504,79010,408898
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,5/6/19,5/12/19,MED-2057,Critical Point Social Media Agency,Spacebook,72119,PASS -THROUGH MEDIA,7016,30000,7504,79010,63918
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,5/7/19,5/13/19,MED-2876,RealGood Interactive Media Inc.,Zing,3272,PASS -THROUGH MEDIA,2808,28101,6056,79010,15221
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,5/7/19,5/13/19,MED-5543,RealGood Interactive Media Inc.,Baja Vista,65915,PASS -THROUGH MEDIA,2808,28101,6056,79010,124842
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/7/19,5/13/19,MED-1409,RealGood Interactive Media Inc.,Zing,6804,PASS -THROUGH MEDIA,7016,82337,6056,79010,17981
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/7/19,5/13/19,MED-6444,RealGood Interactive Media Inc.,Baja Vista,71570,PASS -THROUGH MEDIA,7016,82337,6056,79010,194906
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/8/19,5/14/19,MED-5304,RealGood Interactive Media Inc.,Zing,77498,PASS -THROUGH MEDIA,7016,30000,7504,79010,142093
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,5/8/19,5/15/19,MED-3769,Critical Point Social Media Agency,Spacebook,11142,PASS -THROUGH MEDIA,7016,30000,7504,79010,4470
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,5/8/19,5/15/19,MED-3500,RealGood Interactive Media Inc.,Zing,25481,PASS -THROUGH MEDIA,2808,28101,6063,79025,139558
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/9/19,5/15/19,MED-9229,RealGood Interactive Media Inc.,Baja Vista,29257,PASS -THROUGH MEDIA,2808,28101,6063,79025,190686
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,5/9/19,5/15/19,MED-1734,RealGood Interactive Media Inc.,Zing,92194,PASS -THROUGH MEDIA,7016,82337,6056,79010,205537
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,5/9/19,5/16/19,MED-7703,RealGood Interactive Media Inc.,Baja Vista,73769,PASS -THROUGH MEDIA,7016,82337,6056,79010,279595
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,5/10/19,5/16/19,MED-3131,Critical Point Social Media Agency,Spacebook,96297,PASS -THROUGH MEDIA,7016,30000,7504,79010,77367
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/10/19,5/16/19,MED-1190,RealGood Interactive Media Inc.,Baja Vista,97555,PASS -THROUGH MEDIA,7016,30000,7504,79010,619315
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/10/19,5/16/19,MED-5213,RealGood Interactive Media Inc.,AlphaBeta,51647,PASS -THROUGH MEDIA,7016,20002,5938,79010,114441
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,5/11/19,5/17/19,MED-4412,RealGood Interactive Media Inc.,AlphaBeta,26882,PASS -THROUGH MEDIA,7016,82337,5938,79010,79094
