media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/6/20,2/13/20,MED-1046,RealGood Interactive Media Inc.,Zing,82297,PASS -THROUGH MEDIA,7016,82337,6056,79010,174017
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/6/20,2/13/20,MED-9231,RealGood Interactive Media Inc.,Zing,49507,PASS -THROUGH MEDIA,7016,82337,6056,79010,101480
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/6/20,2/13/20,MED-7931,RealGood Interactive Media Inc.,Zing,82255,PASS -THROUGH MEDIA,7016,82337,6056,79010,181455
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/6/20,2/14/20,MED-2679,Critical Point Social Media Agency,Spacebook,9713,PASS -THROUGH MEDIA,7016,82337,6056,79010,3461
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/7/20,2/14/20,MED-7337,Critical Point Social Media Agency,Spacebook,71558,PASS -THROUGH MEDIA,7016,82337,6056,79010,50934
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/7/20,2/14/20,MED-8413,RealGood Interactive Media Inc.,Ads180,24557,PASS -THROUGH MEDIA,7016,82337,5965,79010,120680
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/7/20,2/15/20,MED-7782,RealGood Interactive Media Inc.,Ads180,27043,PASS -THROUGH MEDIA,7016,82337,5965,79010,58458
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/8/20,2/16/20,MED-6709,RealGood Interactive Media Inc.,Ads180,84935,PASS -THROUGH MEDIA,7016,82337,6056,79010,393552
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/9/20,2/16/20,MED-7075,RealGood Interactive Media Inc.,Ads180,3386,PASS -THROUGH MEDIA,7016,82337,6056,79010,25252
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/9/20,2/16/20,MED-3543,RealGood Interactive Media Inc.,Ads180,49202,PASS -THROUGH MEDIA,7016,82337,6056,79010,127240
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/10/20,2/16/20,MED-1309,RealGood Interactive Media Inc.,Ads180,98557,PASS -THROUGH MEDIA,7016,82337,6056,79010,625632
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/10/20,2/17/20,MED-4851,RealGood Interactive Media Inc.,Ads180,70035,PASS -THROUGH MEDIA,7016,82337,6056,79010,506891
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/10/20,2/17/20,MED-5315,RealGood Interactive Media Inc.,Ads180,17013,PASS -THROUGH MEDIA,7016,82337,6056,79010,35076
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/10/20,2/18/20,MED-6716,RealGood Interactive Media Inc.,AlphaBeta,67137,PASS -THROUGH MEDIA,7016,82337,5965,79010,114106
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/10/20,2/18/20,MED-5816,Critical Point Social Media Agency,Spacebook,51727,PASS -THROUGH MEDIA,7016,82337,5965,79010,57117
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/11/20,2/18/20,MED-9204,RealGood Interactive Media Inc.,AlphaBeta,33798,PASS -THROUGH MEDIA,7016,82337,6056,79010,62214
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/11/20,2/19/20,MED-4116,RealGood Interactive Media Inc.,AlphaBeta,50129,PASS -THROUGH MEDIA,7016,82337,6056,79010,173793
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/11/20,2/20/20,MED-9183,RealGood Interactive Media Inc.,AlphaBeta,88415,PASS -THROUGH MEDIA,7016,82337,6056,79010,639748
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/11/20,2/20/20,MED-4778,RealGood Interactive Media Inc.,AlphaBeta,3143,PASS -THROUGH MEDIA,7016,82337,6056,79010,15932
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/12/20,2/20/20,MED-4910,RealGood Interactive Media Inc.,AlphaBeta,55786,PASS -THROUGH MEDIA,7016,82337,6056,79010,129223
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/12/20,2/20/20,MED-5597,RealGood Interactive Media Inc.,Googly Ads,63410,PASS -THROUGH MEDIA,7016,20002,5938,79010,36764
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/12/20,2/21/20,MED-5985,RealGood Interactive Media Inc.,Googly Ads,43597,PASS -THROUGH MEDIA,7016,82337,5938,79010,39668
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/12/20,2/21/20,MED-1072,RealGood Interactive Media Inc.,Googly Ads,75904,PASS -THROUGH MEDIA,7016,30000,7504,79010,72177
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/13/20,2/21/20,MED-9534,RealGood Interactive Media Inc.,Zing,13193,PASS -THROUGH MEDIA,7016,30000,7504,79010,50821
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/13/20,2/21/20,MED-2414,RealGood Interactive Media Inc.,Ads180,14839,PASS -THROUGH MEDIA,7016,30000,7504,79010,69930
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/13/20,2/21/20,MED-9814,RealGood Interactive Media Inc.,AlphaBeta,48409,PASS -THROUGH MEDIA,7016,30000,7504,79010,105510
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/13/20,2/21/20,MED-1103,Critical Point Social Media Agency,Spacebook,25798,PASS -THROUGH MEDIA,7016,30000,7504,79010,19649
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/13/20,2/21/20,MED-1474,RealGood Interactive Media Inc.,Zing,4614,PASS -THROUGH MEDIA,7016,20002,5938,79010,14421
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/13/20,2/22/20,MED-9417,RealGood Interactive Media Inc.,Zing,54422,PASS -THROUGH MEDIA,7016,82337,5938,79010,106294
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/14/20,2/22/20,MED-8120,RealGood Interactive Media Inc.,Zing,99030,PASS -THROUGH MEDIA,7016,30000,7504,79010,171763
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/14/20,2/22/20,MED-2427,Critical Point Social Media Agency,Spacebook,70371,PASS -THROUGH MEDIA,7016,30000,7504,79010,70701
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/14/20,2/22/20,MED-1968,RealGood Interactive Media Inc.,Googly Ads,54730,PASS -THROUGH MEDIA,7016,30000,7504,79010,34458
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/15/20,2/22/20,MED-6129,Critical Point Social Media Agency,Spacebook,66722,PASS -THROUGH MEDIA,7016,30000,7504,79010,50991
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/15/20,2/22/20,MED-1579,RealGood Interactive Media Inc.,Ads180,12662,PASS -THROUGH MEDIA,7016,30000,7504,79010,62763
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/15/20,2/22/20,MED-5966,RealGood Interactive Media Inc.,Ads180,51351,PASS -THROUGH MEDIA,7016,20002,5938,79010,134323
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/15/20,2/23/20,MED-6845,Critical Point Social Media Agency,Spacebook,57158,PASS -THROUGH MEDIA,7016,82337,5938,79010,23023
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/16/20,2/23/20,MED-6435,RealGood Interactive Media Inc.,AlphaBeta,71474,PASS -THROUGH MEDIA,7016,30000,7504,79010,380477
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/16/20,2/23/20,MED-4226,RealGood Interactive Media Inc.,Googly Ads,97960,PASS -THROUGH MEDIA,7016,30000,7504,79010,64723
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/16/20,2/24/20,MED-3064,RealGood Interactive Media Inc.,Zing,87467,PASS -THROUGH MEDIA,7016,30000,7504,79010,344752
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/16/20,2/24/20,MED-1746,RealGood Interactive Media Inc.,Ads180,49544,PASS -THROUGH MEDIA,7016,30000,7504,79010,211857
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/17/20,2/24/20,MED-4572,RealGood Interactive Media Inc.,Googly Ads,40293,PASS -THROUGH MEDIA,7016,30000,7504,79010,45685
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/17/20,2/24/20,MED-8763,RealGood Interactive Media Inc.,AlphaBeta,61745,PASS -THROUGH MEDIA,7016,20002,5938,79010,115513
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/18/20,2/24/20,MED-7898,RealGood Interactive Media Inc.,AlphaBeta,69826,PASS -THROUGH MEDIA,7016,82337,5938,79010,138950
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/18/20,2/25/20,MED-4138,RealGood Interactive Media Inc.,Zing,49203,PASS -THROUGH MEDIA,7016,30000,7504,79010,217136
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/18/20,2/25/20,MED-6654,RealGood Interactive Media Inc.,Ads180,24632,PASS -THROUGH MEDIA,7016,30000,7504,79010,67663
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/18/20,2/25/20,MED-9839,RealGood Interactive Media Inc.,AlphaBeta,43987,PASS -THROUGH MEDIA,7016,30000,7504,79010,140167
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/18/20,2/26/20,MED-6226,RealGood Interactive Media Inc.,Googly Ads,80647,PASS -THROUGH MEDIA,7016,30000,7504,79010,64023
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/20/20,2/26/20,MED-9635,RealGood Interactive Media Inc.,Googly Ads,23526,PASS -THROUGH MEDIA,1808,18801,5974,79054,25496
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/20/20,2/26/20,MED-8956,RealGood Interactive Media Inc.,Zing,1854,PASS -THROUGH MEDIA,1808,18801,5974,79054,5168
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/20/20,2/26/20,MED-8697,RealGood Interactive Media Inc.,Ads180,53340,PASS -THROUGH MEDIA,1808,18801,5974,79054,206661
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/20/20,2/26/20,MED-9745,RealGood Interactive Media Inc.,Googly Ads,92263,PASS -THROUGH MEDIA,7016,82337,6061,79010,71902
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/21/20,2/27/20,MED-3660,RealGood Interactive Media Inc.,Googly Ads,15287,PASS -THROUGH MEDIA,1808,18801,6067,79010,11951
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/22/20,2/27/20,MED-3975,RealGood Interactive Media Inc.,Zing,56463,PASS -THROUGH MEDIA,7016,82337,6061,79010,193208
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/22/20,2/28/20,MED-5452,RealGood Interactive Media Inc.,Zing,76991,PASS -THROUGH MEDIA,1808,18801,6067,79010,156366
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/23/20,2/28/20,MED-4347,RealGood Interactive Media Inc.,Ads180,62981,PASS -THROUGH MEDIA,7016,82337,6061,79010,181811
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/23/20,3/1/20,MED-8662,Critical Point Social Media Agency,Spacebook,30250,PASS -THROUGH MEDIA,1808,18801,6067,79010,12049
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/23/20,3/1/20,MED-5147,RealGood Interactive Media Inc.,Zing,79696,PASS -THROUGH MEDIA,7016,30000,7504,79010,176358
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/23/20,3/2/20,MED-9279,RealGood Interactive Media Inc.,Ads180,27089,PASS -THROUGH MEDIA,7016,30000,7504,79010,201690
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/23/20,3/2/20,MED-7572,RealGood Interactive Media Inc.,Googly Ads,19469,PASS -THROUGH MEDIA,7016,30024,6063,79010,12335
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/24/20,3/3/20,MED-1064,RealGood Interactive Media Inc.,Ads180,82150,PASS -THROUGH MEDIA,7016,82337,6063,79010,380918
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/24/20,3/3/20,MED-3256,RealGood Interactive Media Inc.,Googly Ads,74995,PASS -THROUGH MEDIA,7016,82337,5965,79010,87342
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/25/20,3/3/20,MED-9166,RealGood Interactive Media Inc.,Googly Ads,79389,PASS -THROUGH MEDIA,7016,20002,5938,79010,47622
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/25/20,3/4/20,MED-8490,RealGood Interactive Media Inc.,Zing,23952,PASS -THROUGH MEDIA,7016,30024,6063,79010,64081
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/26/20,3/4/20,MED-6857,Critical Point Social Media Agency,Spacebook,22802,PASS -THROUGH MEDIA,7016,82337,6063,79010,12061
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/26/20,3/4/20,MED-2824,RealGood Interactive Media Inc.,Zing,37724,PASS -THROUGH MEDIA,7016,82337,5965,79010,78723
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/26/20,3/4/20,MED-3943,Critical Point Social Media Agency,Spacebook,71425,PASS -THROUGH MEDIA,7016,20002,5938,79010,51183
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/27/20,3/5/20,MED-1652,RealGood Interactive Media Inc.,Ads180,78373,PASS -THROUGH MEDIA,7016,30024,6063,79010,316393
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/27/20,3/5/20,MED-6914,RealGood Interactive Media Inc.,Zing,77706,PASS -THROUGH MEDIA,7016,82337,6063,79010,135674
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/27/20,3/5/20,MED-7770,RealGood Interactive Media Inc.,Ads180,13492,PASS -THROUGH MEDIA,7016,82337,5965,79010,28348
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/28/20,3/6/20,MED-3085,RealGood Interactive Media Inc.,Ads180,32585,PASS -THROUGH MEDIA,7016,20002,5938,79010,193766
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/28/20,3/7/20,MED-3578,RealGood Interactive Media Inc.,Googly Ads,1304,PASS -THROUGH MEDIA,7016,82337,6063,79005,795
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/28/20,3/8/20,MED-4126,RealGood Interactive Media Inc.,Ads180,45655,PASS -THROUGH MEDIA,7016,82337,6063,79010,205068
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/29/20,3/8/20,MED-2230,RealGood Interactive Media Inc.,Googly Ads,62136,PASS -THROUGH MEDIA,7016,82337,5965,79010,38636
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/1/20,3/8/20,MED-8360,RealGood Interactive Media Inc.,Googly Ads,49916,PASS -THROUGH MEDIA,7016,82337,5938,79010,33348
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/2/20,3/8/20,MED-2936,RealGood Interactive Media Inc.,Zing,53535,PASS -THROUGH MEDIA,7016,82337,6063,79005,152805
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/2/20,3/8/20,MED-3768,RealGood Interactive Media Inc.,Googly Ads,72176,PASS -THROUGH MEDIA,7016,82337,6063,79010,52913
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/3/20,3/9/20,MED-7776,RealGood Interactive Media Inc.,Zing,40553,PASS -THROUGH MEDIA,7016,82337,5965,79010,136144
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/4/20,3/10/20,MED-6787,RealGood Interactive Media Inc.,Zing,68739,PASS -THROUGH MEDIA,7016,82337,5938,79010,127740
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/4/20,3/11/20,MED-1421,RealGood Interactive Media Inc.,Ads180,93442,PASS -THROUGH MEDIA,7016,82337,6063,79005,161991
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/5/20,3/11/20,MED-5750,RealGood Interactive Media Inc.,Ads180,99002,PASS -THROUGH MEDIA,7016,82337,6063,79010,182379
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/5/20,3/12/20,MED-2314,RealGood Interactive Media Inc.,Ads180,87426,PASS -THROUGH MEDIA,7016,82337,5965,79010,644748
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/5/20,3/12/20,MED-2096,RealGood Interactive Media Inc.,Ads180,61287,PASS -THROUGH MEDIA,7016,82337,5938,79010,123331
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/6/20,3/12/20,MED-7168,RealGood Interactive Media Inc.,Googly Ads,85796,PASS -THROUGH MEDIA,1808,18801,6063,79005,81033
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/7/20,3/13/20,MED-4825,RealGood Interactive Media Inc.,Googly Ads,39230,PASS -THROUGH MEDIA,1808,18801,6063,79010,24750
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/7/20,3/13/20,MED-7962,RealGood Interactive Media Inc.,Googly Ads,56574,PASS -THROUGH MEDIA,7016,82337,6056,79010,47351
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/8/20,3/13/20,MED-2348,RealGood Interactive Media Inc.,Googly Ads,46468,PASS -THROUGH MEDIA,7016,30000,7504,79010,57974
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/8/20,3/14/20,MED-4680,RealGood Interactive Media Inc.,Zing,37072,PASS -THROUGH MEDIA,1808,18801,6063,79005,75368
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,3/8/20,3/14/20,MED-5007,Critical Point Social Media Agency,Spacebook,37083,PASS -THROUGH MEDIA,1808,18801,6063,79010,15781
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,3/9/20,3/14/20,MED-9433,Critical Point Social Media Agency,Spacebook,97772,PASS -THROUGH MEDIA,7016,82337,6056,79010,54762
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/9/20,3/15/20,MED-4767,RealGood Interactive Media Inc.,Zing,75492,PASS -THROUGH MEDIA,7016,30000,7504,79010,134955
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/9/20,3/15/20,MED-6679,RealGood Interactive Media Inc.,Ads180,60533,PASS -THROUGH MEDIA,1808,18801,6063,79005,122393
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/9/20,3/15/20,MED-2107,RealGood Interactive Media Inc.,Ads180,85953,PASS -THROUGH MEDIA,1808,18801,6063,79010,143840
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/10/20,3/17/20,MED-5280,RealGood Interactive Media Inc.,Ads180,9611,PASS -THROUGH MEDIA,7016,82337,6056,79010,20245
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/11/20,3/17/20,MED-1465,RealGood Interactive Media Inc.,Ads180,34860,PASS -THROUGH MEDIA,7016,30000,7504,79010,221462
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/11/20,3/18/20,MED-9183,RealGood Interactive Media Inc.,Googly Ads,39110,PASS -THROUGH MEDIA,7016,82337,6056,79010,22599
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/11/20,3/18/20,MED-2790,RealGood Interactive Media Inc.,Googly Ads,1522,PASS -THROUGH MEDIA,7016,30000,7504,79010,1500
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/13/20,3/18/20,MED-6343,RealGood Interactive Media Inc.,Zing,47807,PASS -THROUGH MEDIA,7016,82337,6056,79010,235226
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/14/20,3/18/20,MED-3890,RealGood Interactive Media Inc.,Zing,77271,PASS -THROUGH MEDIA,7016,30000,7504,79010,458683
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/14/20,3/19/20,MED-1966,RealGood Interactive Media Inc.,Ads180,29967,PASS -THROUGH MEDIA,7016,82337,6056,79010,87205
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/14/20,3/19/20,MED-5313,RealGood Interactive Media Inc.,Ads180,65657,PASS -THROUGH MEDIA,7016,30000,7504,79010,135331
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,3/14/20,3/20/20,MED-8818,Critical Point Social Media Agency,Spacebook,56644,PASS -THROUGH MEDIA,7016,82337,6056,79010,27878
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/15/20,3/20/20,MED-1001,RealGood Interactive Media Inc.,Googly Ads,60106,PASS -THROUGH MEDIA,7016,30000,7504,79010,71151
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/15/20,3/20/20,MED-7996,RealGood Interactive Media Inc.,Zing,9771,PASS -THROUGH MEDIA,7016,82337,6056,79010,20151
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/15/20,3/21/20,MED-1871,RealGood Interactive Media Inc.,Zing,12303,PASS -THROUGH MEDIA,7016,30000,7504,79010,21214
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/16/20,3/22/20,MED-3780,RealGood Interactive Media Inc.,Ads180,31065,PASS -THROUGH MEDIA,7016,82337,6056,79010,184615
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/16/20,3/23/20,MED-1367,RealGood Interactive Media Inc.,Ads180,71524,PASS -THROUGH MEDIA,7016,30000,7504,79010,292833
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/17/20,3/23/20,MED-1043,RealGood Interactive Media Inc.,Googly Ads,50328,PASS -THROUGH MEDIA,2808,28101,6056,79010,50773
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/17/20,3/23/20,MED-6654,RealGood Interactive Media Inc.,Googly Ads,89655,PASS -THROUGH MEDIA,2808,28101,6063,79025,75926
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/17/20,3/23/20,MED-8168,RealGood Interactive Media Inc.,Googly Ads,84721,PASS -THROUGH MEDIA,7016,82337,6056,79010,88251
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/17/20,3/23/20,MED-7712,RealGood Interactive Media Inc.,AlphaBeta,38231,PASS -THROUGH MEDIA,7016,30000,7504,79010,90645
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,3/18/20,3/24/20,MED-2323,Critical Point Social Media Agency,Spacebook,90911,PASS -THROUGH MEDIA,2808,28101,6056,79010,35108
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/18/20,3/24/20,MED-2901,RealGood Interactive Media Inc.,Zing,89711,PASS -THROUGH MEDIA,2808,28101,6063,79025,237196
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/18/20,3/24/20,MED-3301,RealGood Interactive Media Inc.,Zing,64588,PASS -THROUGH MEDIA,7016,82337,6056,79010,372767
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/18/20,3/24/20,MED-4125,RealGood Interactive Media Inc.,Googly Ads,77853,PASS -THROUGH MEDIA,7016,30000,7504,79010,90248
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/19/20,3/25/20,MED-7863,RealGood Interactive Media Inc.,Ads180,77616,PASS -THROUGH MEDIA,2808,28101,6056,79010,205270
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/19/20,3/25/20,MED-5661,RealGood Interactive Media Inc.,Ads180,28246,PASS -THROUGH MEDIA,2808,28101,6063,79025,54365
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,3/20/20,3/26/20,MED-3372,RealGood Interactive Media Inc.,Ads180,51222,PASS -THROUGH MEDIA,7016,82337,6056,79010,92618
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/20/20,3/26/20,MED-9451,RealGood Interactive Media Inc.,Zing,68829,PASS -THROUGH MEDIA,7016,30000,7504,79010,124772
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/20/20,3/26/20,MED-2650,RealGood Interactive Media Inc.,Googly Ads,86421,PASS -THROUGH MEDIA,7016,82337,6056,79010,100921
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/20/20,3/28/20,MED-2905,RealGood Interactive Media Inc.,Ads180,25542,PASS -THROUGH MEDIA,7016,30000,7504,79010,67871
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/21/20,3/28/20,MED-4839,RealGood Interactive Media Inc.,Zing,6309,PASS -THROUGH MEDIA,7016,82337,6056,79010,27163
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/21/20,3/29/20,MED-1553,RealGood Interactive Media Inc.,Googly Ads,92652,PASS -THROUGH MEDIA,7016,30000,7504,79010,93239
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/23/20,3/30/20,MED-9802,RealGood Interactive Media Inc.,Ads180,44257,PASS -THROUGH MEDIA,7016,82337,6056,79010,149301
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/24/20,3/30/20,MED-7447,RealGood Interactive Media Inc.,Ads180,47430,PASS -THROUGH MEDIA,7016,30000,7504,79010,102104
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,3/24/20,3/30/20,MED-1129,RealGood Interactive Media Inc.,Googly Ads,60035,PASS -THROUGH MEDIA,7016,20002,5970,79025,46913
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/25/20,3/31/20,MED-9578,RealGood Interactive Media Inc.,Zing,67463,PASS -THROUGH MEDIA,7016,20002,5970,79025,237680
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,3/26/20,3/31/20,MED-3996,RealGood Interactive Media Inc.,Ads180,44041,PASS -THROUGH MEDIA,7016,20002,5970,79025,148406
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,3/26/20,3/31/20,MED-9570,RealGood Interactive Media Inc.,Googly Ads,39103,PASS -THROUGH MEDIA,2808,28101,6407,78675,36303
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,3/26/20,3/31/20,MED-1616,RealGood Interactive Media Inc.,Zing,95492,PASS -THROUGH MEDIA,2808,28101,6407,78675,315140
