media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43916,43923,MED-5527,RealGood Interactive Media Inc.,Googly Ads,51040,PASS -THROUGH MEDIA,7016,82337,6056,79010,37623
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43946,43952,MED-4849,RealGood Interactive Media Inc.,Baja Vista,80527,PASS -THROUGH MEDIA,7016,82337,6056,79010,265516
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43642,43645,MED-9796,RealGood Interactive Media Inc.,Googly Ads,78365,PASS -THROUGH MEDIA,7016,30000,7504,79010,67887
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43944,43953,MED-8498,RealGood Interactive Media Inc.,Baja Vista,99107,PASS -THROUGH MEDIA,7016,30000,7504,79010,432706
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43684,43694,MED-6403,RealGood Interactive Media Inc.,Zing,45788,PASS -THROUGH MEDIA,7016,30024,6063,79010,168134
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44062,44064,MED-2796,RealGood Interactive Media Inc.,Zing,79777,PASS -THROUGH MEDIA,7016,82337,5965,79010,149516
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43895,43900,MED-5418,RealGood Interactive Media Inc.,Zing,37363,PASS -THROUGH MEDIA,7016,20002,5938,79010,339421
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43626,43633,MED-8363,RealGood Interactive Media Inc.,Zing,16342,PASS -THROUGH MEDIA,7016,30024,6063,79010,72158
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43730,43738,MED-6373,RealGood Interactive Media Inc.,Zing,2810,PASS -THROUGH MEDIA,7016,82337,6063,79005,5450
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43710,43715,MED-5416,RealGood Interactive Media Inc.,Zing,36325,PASS -THROUGH MEDIA,7016,82337,5965,79010,147313
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43522,43529,MED-2146,RealGood Interactive Media Inc.,Zing,54337,PASS -THROUGH MEDIA,7016,82337,5938,79010,104716
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44080,44091,MED-3406,RealGood Interactive Media Inc.,Zing,92772,PASS -THROUGH MEDIA,7016,82337,6063,79010,179093
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43980,43986,MED-5432,RealGood Interactive Media Inc.,Zing,87091,PASS -THROUGH MEDIA,1808,18801,6063,79005,841216
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43472,43479,MED-1565,RealGood Interactive Media Inc.,Zing,82097,PASS -THROUGH MEDIA,7016,82337,6056,79010,228212
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44017,44028,MED-2784,Critical Point Social Media Agency,Spacebook,89636,PASS -THROUGH MEDIA,7016,30000,7504,79010,59689
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44126,44135,MED-4399,RealGood Interactive Media Inc.,Zing,87807,PASS -THROUGH MEDIA,1808,18801,6063,79010,624635
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44144,44150,MED-6702,Critical Point Social Media Agency,Spacebook,4223,PASS -THROUGH MEDIA,7016,82337,6056,79010,3263
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44012,44016,MED-9987,RealGood Interactive Media Inc.,Zing,48269,PASS -THROUGH MEDIA,7016,30000,7504,79010,214397
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43592,43594,MED-5274,RealGood Interactive Media Inc.,Zing,78899,PASS -THROUGH MEDIA,7016,82337,6056,79010,720252
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43671,43677,MED-5652,RealGood Interactive Media Inc.,Zing,11285,PASS -THROUGH MEDIA,7016,30000,7504,79010,25911
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43862,43872,MED-4939,RealGood Interactive Media Inc.,Zing,30972,PASS -THROUGH MEDIA,2808,28101,6056,79010,120812
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43985,43996,MED-5142,RealGood Interactive Media Inc.,Zing,41445,PASS -THROUGH MEDIA,7016,82337,6056,79010,155052
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43686,43692,MED-4769,RealGood Interactive Media Inc.,Zing,19337,PASS -THROUGH MEDIA,7016,30000,7504,79010,57378
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43632,43643,MED-1225,RealGood Interactive Media Inc.,Zing,40875,PASS -THROUGH MEDIA,2808,28101,6063,79025,253092
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43806,43813,MED-3188,RealGood Interactive Media Inc.,Zing,31866,PASS -THROUGH MEDIA,7016,82337,6056,79010,70736
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43651,43654,MED-2148,RealGood Interactive Media Inc.,Zing,98205,PASS -THROUGH MEDIA,7016,30000,7504,79010,427463
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43609,43612,MED-4103,RealGood Interactive Media Inc.,Baja Vista,27839,PASS -THROUGH MEDIA,7016,30024,6063,79010,246687
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43542,43547,MED-9894,RealGood Interactive Media Inc.,Baja Vista,96287,PASS -THROUGH MEDIA,7016,82337,5965,79010,414336
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43948,43956,MED-6399,RealGood Interactive Media Inc.,Baja Vista,39488,PASS -THROUGH MEDIA,7016,20002,5938,79010,120161
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43686,43693,MED-8348,Critical Point Social Media Agency,Spacebook,65363,PASS -THROUGH MEDIA,7016,30024,6063,79010,56625
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43552,43561,MED-9267,RealGood Interactive Media Inc.,Baja Vista,97313,PASS -THROUGH MEDIA,7016,82337,6063,79005,305879
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43532,43541,MED-4005,RealGood Interactive Media Inc.,Baja Vista,13587,PASS -THROUGH MEDIA,7016,82337,5965,79010,23131
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43959,43961,MED-7721,RealGood Interactive Media Inc.,Baja Vista,15923,PASS -THROUGH MEDIA,7016,82337,5938,79010,41538
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43655,43663,MED-9444,RealGood Interactive Media Inc.,Baja Vista,30788,PASS -THROUGH MEDIA,7016,82337,6063,79010,84827
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43539,43544,MED-6570,RealGood Interactive Media Inc.,Baja Vista,43288,PASS -THROUGH MEDIA,1808,18801,6063,79005,210667
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44148,44159,MED-4508,RealGood Interactive Media Inc.,Baja Vista,1348,PASS -THROUGH MEDIA,7016,82337,6056,79010,6480
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44146,44149,MED-5051,RealGood Interactive Media Inc.,Baja Vista,93853,PASS -THROUGH MEDIA,7016,30000,7504,79010,346863
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43950,43961,MED-1135,Critical Point Social Media Agency,Spacebook,83875,PASS -THROUGH MEDIA,1808,18801,6063,79010,69236
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44036,44038,MED-3120,RealGood Interactive Media Inc.,Baja Vista,33727,PASS -THROUGH MEDIA,7016,82337,6056,79010,58595
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43861,43866,MED-3968,RealGood Interactive Media Inc.,Baja Vista,44180,PASS -THROUGH MEDIA,7016,30000,7504,79010,90672
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43780,43788,MED-1684,Critical Point Social Media Agency,Spacebook,52848,PASS -THROUGH MEDIA,7016,82337,6056,79010,47919
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43759,43763,MED-4729,RealGood Interactive Media Inc.,Baja Vista,16115,PASS -THROUGH MEDIA,7016,30000,7504,79010,30401
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43629,43640,MED-4819,RealGood Interactive Media Inc.,Baja Vista,97184,PASS -THROUGH MEDIA,2808,28101,6056,79010,254973
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43898,43904,MED-8479,RealGood Interactive Media Inc.,Baja Vista,61740,PASS -THROUGH MEDIA,7016,82337,6056,79010,170868
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44075,44085,MED-2843,RealGood Interactive Media Inc.,Baja Vista,6325,PASS -THROUGH MEDIA,7016,30000,7504,79010,59529
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43941,43947,MED-3602,RealGood Interactive Media Inc.,Baja Vista,39507,PASS -THROUGH MEDIA,2808,28101,6063,79025,148020
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43743,43749,MED-9237,RealGood Interactive Media Inc.,Baja Vista,72285,PASS -THROUGH MEDIA,7016,82337,6056,79010,171498
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43865,43876,MED-5598,Critical Point Social Media Agency,Spacebook,43958,PASS -THROUGH MEDIA,7016,30000,7504,79010,48036
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43778,43782,MED-6823,RealGood Interactive Media Inc.,Googly Ads,99331,PASS -THROUGH MEDIA,7016,20002,5970,79025,84985
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43598,43600,MED-4251,RealGood Interactive Media Inc.,Googly Ads,31281,PASS -THROUGH MEDIA,7016,20002,5970,79025,24741
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44052,44063,MED-8538,RealGood Interactive Media Inc.,Baja Vista,94494,PASS -THROUGH MEDIA,7016,20002,5970,79025,180017
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43715,43720,MED-3362,RealGood Interactive Media Inc.,Baja Vista,81580,PASS -THROUGH MEDIA,7016,20002,5970,79025,145906
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44065,44072,MED-4011,RealGood Interactive Media Inc.,Googly Ads,72811,PASS -THROUGH MEDIA,2808,28101,6407,78675,62239
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43709,43714,MED-9982,RealGood Interactive Media Inc.,Baja Vista,6386,PASS -THROUGH MEDIA,2808,28101,6407,78675,12506
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43547,43558,MED-9849,RealGood Interactive Media Inc.,Googly Ads,53688,PASS -THROUGH MEDIA,7016,30024,6063,79010,42514
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43594,43605,MED-9214,RealGood Interactive Media Inc.,Googly Ads,44930,PASS -THROUGH MEDIA,7016,82337,6063,79005,46144
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44138,44144,MED-9497,RealGood Interactive Media Inc.,Googly Ads,65893,PASS -THROUGH MEDIA,2808,28101,6056,79010,43622
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43558,43562,MED-1724,RealGood Interactive Media Inc.,Googly Ads,32546,PASS -THROUGH MEDIA,1808,18801,6063,79005,18878
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43648,43654,MED-4725,RealGood Interactive Media Inc.,Zing,22316,PASS -THROUGH MEDIA,7016,30024,6063,79010,118644
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43706,43716,MED-5896,RealGood Interactive Media Inc.,Zing,8049,PASS -THROUGH MEDIA,7016,82337,6063,79005,14421
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44122,44131,MED-7518,RealGood Interactive Media Inc.,Zing,97686,PASS -THROUGH MEDIA,2808,28101,6056,79010,861307
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43849,43856,MED-2751,RealGood Interactive Media Inc.,Zing,5301,PASS -THROUGH MEDIA,1808,18801,6063,79005,10101
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43778,43787,MED-9429,RealGood Interactive Media Inc.,QuadrupleClick,88143,PASS -THROUGH MEDIA,7016,30024,6063,79010,209140
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43778,43786,MED-9121,Critical Point Social Media Agency,Spacebook,4901,PASS -THROUGH MEDIA,7016,82337,6063,79005,1926
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43660,43669,MED-7467,RealGood Interactive Media Inc.,QuadrupleClick,62628,PASS -THROUGH MEDIA,2808,28101,6056,79010,141599
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44062,44065,MED-9964,RealGood Interactive Media Inc.,QuadrupleClick,9915,PASS -THROUGH MEDIA,1808,18801,6063,79005,44671
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44059,44067,MED-6387,RealGood Interactive Media Inc.,Googly Ads,16573,PASS -THROUGH MEDIA,7016,30024,6063,79010,19280
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43809,43819,MED-6666,RealGood Interactive Media Inc.,Googly Ads,58826,PASS -THROUGH MEDIA,7016,82337,6063,79010,52881
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43476,43487,MED-6365,RealGood Interactive Media Inc.,Googly Ads,20499,PASS -THROUGH MEDIA,2808,28101,6063,79025,13305
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43657,43662,MED-1909,RealGood Interactive Media Inc.,Googly Ads,39994,PASS -THROUGH MEDIA,1808,18801,6063,79010,45233
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44038,44042,MED-9219,RealGood Interactive Media Inc.,Zing,24983,PASS -THROUGH MEDIA,7016,30024,6063,79010,47170
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43588,43591,MED-6288,RealGood Interactive Media Inc.,Zing,35253,PASS -THROUGH MEDIA,7016,82337,6063,79010,108746
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43727,43738,MED-1867,Critical Point Social Media Agency,Spacebook,36883,PASS -THROUGH MEDIA,2808,28101,6063,79025,21174
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43742,43747,MED-1486,RealGood Interactive Media Inc.,Zing,93866,PASS -THROUGH MEDIA,1808,18801,6063,79010,424477
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43568,43573,MED-3267,RealGood Interactive Media Inc.,QuadrupleClick,2365,PASS -THROUGH MEDIA,7016,30024,6063,79010,9960
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43645,43648,MED-8354,RealGood Interactive Media Inc.,QuadrupleClick,16538,PASS -THROUGH MEDIA,7016,82337,6063,79010,36399
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43536,43539,MED-5265,Critical Point Social Media Agency,Spacebook,94521,PASS -THROUGH MEDIA,2808,28101,6063,79025,36801
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44140,44149,MED-6072,Critical Point Social Media Agency,Spacebook,60799,PASS -THROUGH MEDIA,1808,18801,6063,79010,30493
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43735,43743,MED-2508,RealGood Interactive Media Inc.,Googly Ads,30939,PASS -THROUGH MEDIA,7016,30024,6063,79010,25238
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43734,43740,MED-3138,RealGood Interactive Media Inc.,Googly Ads,27891,PASS -THROUGH MEDIA,7016,82337,6063,79010,17525
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43881,43891,MED-3741,RealGood Interactive Media Inc.,Googly Ads,36198,PASS -THROUGH MEDIA,1808,18801,6063,79010,39285
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43543,43553,MED-1029,RealGood Interactive Media Inc.,QuadrupleClick,34781,PASS -THROUGH MEDIA,7016,30024,6063,79010,60641
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44053,44063,MED-8795,Critical Point Social Media Agency,Spacebook,77110,PASS -THROUGH MEDIA,7016,82337,6063,79010,33794
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44150,44153,MED-6089,RealGood Interactive Media Inc.,QuadrupleClick,26897,PASS -THROUGH MEDIA,1808,18801,6063,79010,116974
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44044,44052,MED-9002,Critical Point Social Media Agency,Spacebook,50110,PASS -THROUGH MEDIA,7016,30000,7434,79045,17904
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43983,43987,MED-9626,Critical Point Social Media Agency,Spacebook,93243,PASS -THROUGH MEDIA,7016,30000,7434,79045,50887
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43737,43740,MED-2758,RealGood Interactive Media Inc.,QuadrupleClick,64310,PASS -THROUGH MEDIA,7016,30000,7434,79045,112981
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43905,43907,MED-7130,RealGood Interactive Media Inc.,Googly Ads,17263,PASS -THROUGH MEDIA,7016,30000,7434,79045,9796
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43998,44002,MED-9287,RealGood Interactive Media Inc.,Zing,86875,PASS -THROUGH MEDIA,7016,30000,7434,79045,147214
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43634,43639,MED-8561,Critical Point Social Media Agency,Spacebook,40933,PASS -THROUGH MEDIA,7016,30000,7434,79045,17031
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44146,44150,MED-3036,Critical Point Social Media Agency,Spacebook,89481,PASS -THROUGH MEDIA,7016,30000,7434,79045,44572
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44182,44185,MED-8607,RealGood Interactive Media Inc.,Zing,20836,PASS -THROUGH MEDIA,7016,30000,7434,79045,61570
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43468,43473,MED-5231,RealGood Interactive Media Inc.,QuadrupleClick,41109,PASS -THROUGH MEDIA,7016,30000,7434,79045,380818
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43486,43496,MED-1327,RealGood Interactive Media Inc.,Googly Ads,45582,PASS -THROUGH MEDIA,7016,30000,7434,79045,37192
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43863,43872,MED-5284,RealGood Interactive Media Inc.,Zing,55236,PASS -THROUGH MEDIA,7016,30000,7434,79045,110827
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43727,43731,MED-1812,RealGood Interactive Media Inc.,QuadrupleClick,58914,PASS -THROUGH MEDIA,7016,30000,7434,79045,114723
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43517,43524,MED-4139,RealGood Interactive Media Inc.,Googly Ads,28151,PASS -THROUGH MEDIA,7016,30000,7434,79045,21951
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43813,43821,MED-1271,RealGood Interactive Media Inc.,Zing,15343,PASS -THROUGH MEDIA,7016,30000,7434,79045,40521
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43788,43792,MED-4481,RealGood Interactive Media Inc.,QuadrupleClick,84295,PASS -THROUGH MEDIA,7016,30000,7434,79045,798469
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44135,44140,MED-3935,RealGood Interactive Media Inc.,Googly Ads,31960,PASS -THROUGH MEDIA,7016,30000,7434,79045,24171
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44045,44053,MED-6026,Critical Point Social Media Agency,Spacebook,24706,PASS -THROUGH MEDIA,7016,30000,7434,79045,12710
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44165,44169,MED-6987,RealGood Interactive Media Inc.,QuadrupleClick,59751,PASS -THROUGH MEDIA,7016,30000,7434,79045,359056
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43777,43780,MED-6617,RealGood Interactive Media Inc.,Googly Ads,50105,PASS -THROUGH MEDIA,7016,82337,5965,79010,46065
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43588,43598,MED-9680,Critical Point Social Media Agency,Spacebook,69324,PASS -THROUGH MEDIA,7016,82337,6056,79010,26575
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44081,44083,MED-4109,RealGood Interactive Media Inc.,Zing,40537,PASS -THROUGH MEDIA,7016,82337,5965,79010,94843
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43736,43743,MED-7406,Critical Point Social Media Agency,Spacebook,81417,PASS -THROUGH MEDIA,7016,82337,6056,79010,70080
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43480,43483,MED-7033,RealGood Interactive Media Inc.,QuadrupleClick,59494,PASS -THROUGH MEDIA,7016,82337,5965,79010,262201
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43718,43721,MED-2930,Critical Point Social Media Agency,Spacebook,87027,PASS -THROUGH MEDIA,7016,82337,6056,79010,41260
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44142,44145,MED-1713,Critical Point Social Media Agency,Spacebook,68760,PASS -THROUGH MEDIA,7016,20002,5938,79010,44749
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43826,43835,MED-7114,Critical Point Social Media Agency,Spacebook,58354,PASS -THROUGH MEDIA,7016,82337,5938,79010,22980
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44123,44132,MED-1578,RealGood Interactive Media Inc.,Googly Ads,77312,PASS -THROUGH MEDIA,7016,30000,7504,79010,72572
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43731,43734,MED-6879,Critical Point Social Media Agency,Spacebook,41981,PASS -THROUGH MEDIA,7016,30000,7504,79010,20580
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44168,44174,MED-9680,RealGood Interactive Media Inc.,QuadrupleClick,30346,PASS -THROUGH MEDIA,7016,30000,7504,79010,112985
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43517,43521,MED-7882,RealGood Interactive Media Inc.,AlphaBeta,77448,PASS -THROUGH MEDIA,7016,30000,7504,79010,153186
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44051,44055,MED-9501,RealGood Interactive Media Inc.,Googly Ads,55171,PASS -THROUGH MEDIA,7016,30000,7504,79010,41870
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44057,44066,MED-1952,RealGood Interactive Media Inc.,Zing,87431,PASS -THROUGH MEDIA,7016,20002,5938,79010,176934
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43825,43836,MED-2941,Critical Point Social Media Agency,Spacebook,61962,PASS -THROUGH MEDIA,7016,82337,5938,79010,37147
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43995,43999,MED-6111,RealGood Interactive Media Inc.,Zing,93292,PASS -THROUGH MEDIA,7016,30000,7504,79010,220107
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43683,43687,MED-1389,RealGood Interactive Media Inc.,QuadrupleClick,31969,PASS -THROUGH MEDIA,7016,30000,7504,79010,99111
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43850,43860,MED-7470,RealGood Interactive Media Inc.,Googly Ads,22509,PASS -THROUGH MEDIA,7016,30000,7504,79010,20541
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43937,43945,MED-3633,RealGood Interactive Media Inc.,Zing,92441,PASS -THROUGH MEDIA,7016,30000,7504,79010,169298
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43909,43914,MED-2343,RealGood Interactive Media Inc.,QuadrupleClick,99763,PASS -THROUGH MEDIA,7016,30000,7504,79010,224320
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43770,43772,MED-4818,RealGood Interactive Media Inc.,QuadrupleClick,32791,PASS -THROUGH MEDIA,7016,20002,5938,79010,76648
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44163,44171,MED-7886,RealGood Interactive Media Inc.,QuadrupleClick,25109,PASS -THROUGH MEDIA,7016,82337,5938,79010,67250
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43636,43638,MED-2148,RealGood Interactive Media Inc.,AlphaBeta,66053,PASS -THROUGH MEDIA,7016,30000,7504,79010,444509
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44137,44142,MED-6546,RealGood Interactive Media Inc.,Googly Ads,6035,PASS -THROUGH MEDIA,7016,30000,7504,79010,4995
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43857,43865,MED-6618,RealGood Interactive Media Inc.,Zing,27304,PASS -THROUGH MEDIA,7016,30000,7504,79010,133212
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43783,43788,MED-6161,RealGood Interactive Media Inc.,QuadrupleClick,80069,PASS -THROUGH MEDIA,7016,30000,7504,79010,603579
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43841,43845,MED-8698,Critical Point Social Media Agency,Spacebook,25163,PASS -THROUGH MEDIA,7016,30000,7504,79010,16846
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43816,43823,MED-9341,RealGood Interactive Media Inc.,AlphaBeta,87662,PASS -THROUGH MEDIA,7016,20002,5938,79010,153711
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43744,43753,MED-2668,Critical Point Social Media Agency,Spacebook,57569,PASS -THROUGH MEDIA,7016,82337,5938,79010,25179
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43652,43657,MED-3206,RealGood Interactive Media Inc.,Zing,63442,PASS -THROUGH MEDIA,7016,30000,7504,79010,232737
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43575,43586,MED-5321,RealGood Interactive Media Inc.,QuadrupleClick,95543,PASS -THROUGH MEDIA,7016,30000,7504,79010,337310
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43957,43959,MED-9436,RealGood Interactive Media Inc.,AlphaBeta,70009,PASS -THROUGH MEDIA,7016,30000,7504,79010,119556
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44187,44193,MED-9787,RealGood Interactive Media Inc.,Googly Ads,36567,PASS -THROUGH MEDIA,7016,30000,7504,79010,27006
